,Unnamed: 0,edu,edu_level,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,student_status,public_sector,private_sector,lfs,occup,industry,self_emp,union,part_time,major_activity,major_source_inc,multiple_jobs,num_jobs,exp,reason_pt,hourly_wage,hours_paid,months_last_worked,tenure,sex,age,year,weight,salary,firm_size,loc_size
33851,93507,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,other services,0,0,0,working,wages and salaries,0,2,3.0,,16.112569832402237,1348.0,,8.0,0,22.0,1997,148.8647,35708.93854748603,1.0,1.0
33852,93512,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,1,0,1,employed all year,"retail salespersons, sales clerks, cashiers",trade,0,0,1,working,wages and salaries,0,1,5.0,only find PT,15.328715083798883,1304.0,,97.0,1,36.0,1997,250.2329,16983.519553072627,1000.0,20.0
33853,93516,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,other trades,manufacturing,0,0,0,working,wages and salaries,0,1,11.0,,34.83798882681564,2086.0,,120.0,0,30.0,1997,227.7793,78385.47486033519,100.0,100.0
33854,93520,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,employed all year,contractors and supervisors in trades and transportation,construction,0,0,0,working,wages and salaries,0,1,19.0,,31.772245810055864,2086.0,,14.0,0,36.0,1997,164.9796,73159.77653631284,20.0,1.0
33855,93526,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","labourer in processing, manufacturing and utilities",manufacturing,0,1,0,working,wages and salaries,0,1,27.0,,36.0747374301676,593.0,,56.0,0,48.0,1997,100.9619,30483.240223463687,100.0,100.0
33956,93784,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,other trades,manufacturing,0,1,0,working,wages and salaries,0,1,27.0,,39.8546592178771,2086.0,,309.0,0,46.0,1997,440.0855,76643.57541899441,100.0,20.0
33957,93785,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,natural and applied sciences,utilities,0,1,0,working,wages and salaries,0,1,29.0,,38.46113966480447,2086.0,,341.0,0,49.0,1997,51.7623,91449.72067039106,1000.0,1000.0
33958,93791,9-10 years of elementary and secondary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,23.0,,34.85540782122905,2086.0,,228.0,0,42.0,1997,446.4756,76643.57541899441,1000.0,1000.0
33959,93792,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,,0,0,0,working,wages and salaries,0,1,19.0,,24.038212290502795,2086.0,,73.0,0,38.0,1997,273.5778,55740.78212290503,100.0,100.0
33960,93794,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,childcare and home support workers,health care and social assistance,0,0,0,working,wages and salaries,0,1,5.0,,38.21727374301676,1825.0,,44.0,1,29.0,1997,2225.1151,95804.46927374302,1.0,1.0
33961,93796,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,clerical and supervisor occupations,public administration,0,0,0,working,wages and salaries,0,1,10.0,,29.943251396648048,1825.0,,150.0,1,32.0,1997,160.1124,55740.78212290503,1000.0,1000.0
33962,93799,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,middle management,,0,0,0,working,wages and salaries,0,1,14.0,,46.42162011173184,2086.0,,124.0,0,37.0,1997,387.8046,209027.93296089384,1000.0,100.0
33963,93807,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,occupation in protective services,public administration,0,1,0,working,wages and salaries,1,2,20.0,,50.16670391061452,2086.0,,208.0,0,42.0,1997,757.0972,126287.7094972067,1000.0,20.0
33964,93812,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,1,0,employed all year,occupation in protective services,public administration,0,1,0,working,wages and salaries,0,1,28.0,,50.16670391061452,2086.0,,320.0,0,48.0,1997,159.8568,121932.96089385476,1.0,1.0
33965,93815,some university (no certificate),3,1,1,0,0,0,0,0,0,1,0,1,"employed part-year, not in labour force part-year",transport and equipment operators,trade,0,0,0,working,wages and salaries,0,1,3.0,,12.193296089385475,1390.0,4.0,10.0,0,25.0,1997,195.6698,15677.09497206704,1.0,1.0
34129,94317,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,,0,0,0,working,wages and salaries,0,1,18.0,,24.961418994413407,1955.0,,103.0,1,32.0,1997,261.4003,76643.57541899441,20.0,20.0
34130,94318,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,18.0,,35.83087150837989,2086.0,,216.0,0,39.0,1997,461.0668,76643.57541899441,500.0,100.0
34131,94320,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,natural and applied sciences,manufacturing,0,0,0,working,wages and salaries,0,1,29.0,,55.40982122905028,2086.0,,323.0,0,49.0,1997,1528.8667,117578.2122905028,20.0,20.0
34132,94321,some university (no certificate),3,1,1,0,0,0,0,0,0,1,0,1,employed all year,"chefs and cooks, food and beverage service",accommodation and food services,0,0,0,working,wages and salaries,0,1,3.0,,19.80539664804469,905.0,,16.0,1,20.0,1997,518.6816,13499.720670391062,20.0,20.0
34133,94322,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,transport and equipment operators,,0,1,0,working,wages and salaries,0,1,22.0,,33.33995530726257,2086.0,,65.0,0,38.0,1997,255.1656,69675.97765363129,1.0,1.0
34134,94323,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,15.0,,37.15471508379888,533.0,,85.0,1,33.0,1997,105.6618,21773.743016759778,100.0,1.0
34135,94324,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,natural and applied sciences,transportation and warehousing,0,1,0,working,wages and salaries,0,1,17.0,,62.70837988826816,2086.0,,120.0,0,35.0,1997,114.094,117578.2122905028,1000.0,500.0
34136,94330,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,manufacturing,0,1,0,working,wages and salaries,0,1,6.0,,33.96703910614525,2086.0,,59.0,0,25.0,1997,168.6196,73159.77653631284,100.0,20.0
34137,94331,9-10 years of elementary and secondary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,other trades,trade,0,0,0,working,wages and salaries,0,1,19.0,,10.033340782122906,4171.0,,19.0,1,33.0,1997,1514.4284,31354.18994413408,1.0,1.0
34138,94334,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,natural and applied sciences,manufacturing,0,0,0,working,wages and salaries,0,1,17.0,,51.83892737430168,2086.0,,33.0,0,40.0,1997,68.0908,113223.46368715084,1000.0,100.0
34139,94337,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,0,0,working,wages and salaries,0,1,9.0,,27.696201117318434,1942.0,,156.0,1,31.0,1997,1145.9882,52256.98324022346,20.0,1.0
34140,94338,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,natural and applied sciences,"professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,8.0,,28.723921787709493,1955.0,,91.0,0,30.0,1997,231.8198,53998.882681564246,100.0,1.0
34141,94342,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,natural and applied sciences,manufacturing,0,0,0,working,wages and salaries,0,1,20.0,,34.28058100558659,2086.0,,52.0,0,42.0,1997,244.0805,91449.72067039106,100.0,100.0
34144,94356,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,natural and applied sciences,manufacturing,0,0,0,working,wages and salaries,0,1,3.0,,32.60835754189944,2086.0,,38.0,1,34.0,1997,1789.259,76643.57541899441,100.0,100.0
34145,94364,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"labourer in processing, manufacturing and utilities","information, culture and recreation",0,0,0,working,wages and salaries,0,1,10.0,,23.951117318435752,2086.0,,117.0,1,30.0,1997,270.9276,60966.48044692737,1000.0,20.0
34146,94367,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,1,0,1,employed all year,other trades,manufacturing,0,0,0,working,wages and salaries,0,1,3.0,,33.60124022346369,2086.0,,33.0,0,20.0,1997,63.4144,67934.07821229051,100.0,20.0
34147,94370,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,,,0,0,0,working,wages and salaries,0,1,10.0,,33.44446927374302,2086.0,,39.0,0,31.0,1997,732.4432,60966.48044692737,1.0,1.0
34148,94374,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,childcare and home support workers,health care and social assistance,0,0,0,working,wages and salaries,0,1,7.0,,13.935195530726258,2086.0,,84.0,1,44.0,1997,3156.9592,34837.98882681564,1.0,1.0
34163,94423,bachelor's degree,5,1,1,0,1,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,14.0,,53.51115083798882,1875.0,,196.0,1,39.0,1997,409.5005,104513.96648044692,1000.0,20.0
34164,94425,university certificate below bachelor,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,0,1,working,wages and salaries,0,1,4.0,FT under 30hrs/wk,17.558346368715082,1043.0,,108.0,1,57.0,1997,103.4822,17418.99441340782,20.0,20.0
34165,94430,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,3.0,,14.022290502793297,2086.0,,41.0,1,22.0,1997,439.0623,34837.98882681564,100.0,100.0
34166,94431,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,occupations unique to primary industry,public administration,0,1,0,working,wages and salaries,0,1,28.0,,37.45083798882681,1955.0,,226.0,1,53.0,1997,229.2839,67934.07821229051,1000.0,1000.0
34167,94432,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,"financial, secretarial and administrative",public administration,0,1,0,working,wages and salaries,0,1,2.0,,29.612290502793297,1981.0,,194.0,1,53.0,1997,484.9545,55740.78212290503,100.0,100.0
34168,94433,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,employed all year,middle management,"finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,27.0,,62.429675977653645,1955.0,,322.0,0,47.0,1997,1006.155,134997.2067039106,1000.0,1.0
34169,94436,9-10 years of elementary and secondary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative",other services,0,0,0,working,wages and salaries,0,1,19.0,,37.25922905027933,1825.0,,228.0,1,58.0,1997,285.309,64450.27932960894,500.0,100.0
34170,94437,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,middle management,manufacturing,0,0,0,working,wages and salaries,0,1,16.0,,35.04701675977654,2086.0,,67.0,0,36.0,1997,280.8671,91449.72067039106,1000.0,100.0
34171,94449,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,"employed part-year, not in labour force part-year","wholesale, technical, insurance, real estate sales specialists",trade,0,0,0,working,wages and salaries,1,2,1.0,,12.193296089385475,1912.0,1.0,41.0,0,19.0,1997,529.8787,20031.843575419,20.0,1.0
34224,94589,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,other trades,"information, culture and recreation",0,1,0,working,wages and salaries,0,1,23.0,,31.12774301675978,2607.0,,123.0,1,46.0,1997,775.7373,83611.17318435754,100.0,100.0
34225,94590,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",trade,0,0,0,working,wages and salaries,0,1,13.0,,20.69376536312849,2086.0,,58.0,0,30.0,1997,963.5422,41805.58659217877,20.0,20.0
34226,94591,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,sales and service,"business, building and other support services",0,0,1,working,wages and salaries,0,1,26.0,only find PT,17.41899441340782,1304.0,,71.0,0,47.0,1997,484.4477,52256.98324022346,20.0,20.0
34227,94592,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,"information, culture and recreation",0,0,0,working,wages and salaries,0,1,20.0,,43.547486033519554,1825.0,,20.0,0,37.0,1997,1841.8595,71417.87709497206,20.0,20.0
34228,94593,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",professional in business and finance,trade,0,0,0,working,wages and salaries,0,1,22.0,,66.88893854748603,1744.0,2.0,120.0,1,42.0,1997,1300.5254,134997.2067039106,1000.0,1000.0
34229,94595,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,16.0,,31.110324022346365,2190.0,,165.0,0,33.0,1997,519.5942,104513.96648044692,1000.0,1000.0
34230,94597,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,childcare and home support workers,health care and social assistance,0,1,1,working,wages and salaries,0,1,27.0,other,18.986703910614526,1043.0,,167.0,1,61.0,1997,598.3011,19160.893854748603,100.0,100.0
34231,94600,5-8 years of elementary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,6.0,,16.2519217877095,2086.0,,71.0,1,34.0,1997,238.1436,33096.08938547486,1000.0,500.0
34232,94601,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,construction trades,construction,0,1,0,working,wages and salaries,0,1,26.0,,43.82618994413408,1877.0,,107.0,0,44.0,1997,509.972,71417.87709497206,1.0,1.0
34233,94603,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,sales and service,other services,0,0,0,working,wages and salaries,0,1,5.0,,13.935195530726258,2503.0,,26.0,1,29.0,1997,292.1781,33967.039106145254,1.0,1.0
34234,94604,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,occupations unique to primary industry,"forestry, fishing, mining, oil and gas",0,0,0,working,wages and salaries,0,1,3.0,,28.30586592178771,2086.0,,28.0,0,25.0,1997,76.2812,57482.68156424581,1.0,1.0
34235,94607,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",middle management,,0,0,0,working,wages and salaries,0,1,22.0,,32.991575418994415,1477.0,3.0,21.0,1,46.0,1997,1057.5744,80127.37430167598,100.0,100.0
34236,94609,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",transport and equipment operators,transportation and warehousing,0,0,1,working,wages and salaries,0,1,4.0,personal or family responsabilities,29.612290502793297,710.0,,11.0,1,34.0,1997,77.3781,9144.972067039103,500.0,100.0
34237,94610,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,professional in health,health care and social assistance,0,1,1,working,wages and salaries,0,1,12.0,personal preference,45.28938547486034,1000.0,,209.0,1,42.0,1997,81.9127,69675.97765363129,1000.0,1000.0
34238,94612,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,1,0,employed all year,occupation in protective services,public administration,0,0,0,working,wages and salaries,0,1,9.0,,28.950368715083805,2086.0,,59.0,0,26.0,1997,117.1065,60966.48044692737,1000.0,1000.0
34239,94620,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,"financial, secretarial and administrative",public administration,0,0,0,working,wages and salaries,0,1,17.0,,34.83798882681564,2086.0,,131.0,1,54.0,1997,53.5803,69675.97765363129,1.0,1.0
34240,94621,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,0,0,working,wages and salaries,1,2,13.0,,37.6250279329609,2086.0,,136.0,1,33.0,1997,78.1598,76643.57541899441,20.0,20.0
34241,94623,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,other trades,transportation and warehousing,0,1,0,working,wages and salaries,0,1,22.0,,37.01536312849162,2023.0,,285.0,0,44.0,1997,547.853,28741.340782122905,1000.0,1.0
34242,94625,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,"employed, unemployed and not in labour force during year","financial, secretarial and administrative",transportation and warehousing,0,0,0,working,wages and salaries,0,1,11.0,,21.338268156424583,1733.0,,185.0,1,40.0,1997,193.5265,40063.68715083799,20.0,20.0
34243,94631,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,natural and applied sciences,public administration,0,1,0,working,wages and salaries,0,1,39.0,,45.56808938547486,1781.0,,343.0,0,57.0,1997,452.4963,78385.47486033519,1000.0,100.0
34244,94632,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,manufacturing,0,0,0,working,wages and salaries,0,1,20.0,,37.6250279329609,2086.0,,112.0,0,41.0,1997,190.9481,76643.57541899441,100.0,100.0
